40;0
60;3
76;1
95;2
110;0
123;3
138;1
161;2
176;0
194;3
212;0
215;1
218;2
222;3
224;1
229;2
233;1
236;0
239;2
240;3
245;1
250;2
254;3
258;0
262;1
266;2
270;3
274;0
280;2
281;1
287;1
292;2
296;3
301;1
306;2
309;3
315;0
318;1
322;2
326;3
329;1
333;2
337;1
338;0
342;3
346;0
349;1
350;2
353;3
355;1
361;3
363;1
367;2
371;3
373;1
376;2
379;3
384;0
387;1
390;2
394;3
398;1
401;3
404;1
406;0
411;2
412;1
415;1
418;3
421;1
424;0
429;1
433;2
435;3
439;0
445;3
451;1
452;3
453;2
467;0
471;2
480;0
480;1
481;2
490;2
490;3
497;3
501;2
504;1
506;0
510;1
514;2
517;3
520;1
522;0
525;2
526;3
529;1
535;3
535;2
539;1
540;3
542;0
549;2
549;1
553;1
556;2
558;3
563;0
566;1
568;2
570;3
573;0
576;1
577;3
581;1
585;3
588;1
591;2
594;1
597;0
603;0
605;2
605;1
608;2
609;3
612;0
612;1
616;3
616;2
617;0
617;1
622;1
627;0
630;1
634;2
639;3
642;1
643;2
647;1
651;0
655;1
658;2
662;3
666;0
672;1
675;3
680;1
684;2
690;0
693;1
696;3
700;1
707;2
712;1
716;0
720;1
722;2
724;3
729;1
732;2
740;0
747;0
749;2
751;1
754;3
756;1
760;3
764;2
768;3
772;1
773;2
776;1
778;0
780;2
783;3
786;2
789;0
793;3
797;2
802;2
803;1
805;1
809;0
812;3
815;1
816;2
821;2
823;3
827;0
830;1
833;2
838;3
842;0
842;1
844;0
847;2
854;3
857;2
860;1
862;0
867;1
872;3
876;1
880;3
881;2
886;2
890;3
894;1
894;2
900;1
904;0
907;1
910;2
913;3
918;0
921;1
924;2
927;3
931;1
934;1
936;1
936;2
940;3
943;1
946;2
949;1
953;0
957;3
958;2
962;1
966;2
969;3
973;1
978;3
982;1
985;2
989;0
994;1
997;2
1002;3
1006;2
1011;2
1015;1
1020;0
1024;1
1024;0
1029;1
1033;0
1038;2
1043;3
1047;1
1051;0
1054;1
1058;3
1059;2
1063;1
1066;2
1070;3
1074;1
1079;2
1082;0
1088;3
1092;1
1096;2
1100;1
1100;0
1104;0
1108;2
1112;3
1116;0
1120;2
1123;3
1126;0
1130;2
1133;3
1134;1
1140;3
1144;1
1147;2
1150;0
1154;2
1159;1
1162;2
1164;3
1167;1
1170;2
1171;3
1178;1
1181;3
1184;1
1186;2
1190;0
1194;1
1199;2
1203;3
1208;1
1211;2
1213;3
1217;0
1220;2
1221;1
1228;3
1228;1
1231;1
1234;3
1237;1
1242;0
1246;2
1248;3
1250;0
1251;1
1254;3
1258;2
1261;0
1263;2
1266;3
1267;1
1270;0
1270;3
1270;2
1270;1
1279;0
1279;2
1279;3
1279;1
1286;0
1288;2
1291;3
1293;1
1297;3
1299;1
1299;2
1301;3
1305;0
1308;2
1312;1
1315;3
1317;1
1319;3
1324;1
1328;3
1331;1
1331;2
1333;2
1336;0
1341;3
1341;2
1344;1
1347;3
1350;0
1355;2
1355;1
1360;1
1364;3
1366;2
1368;1
1371;3
1372;1
1376;0
1376;3
1379;1
1381;0
1385;2
1389;1
1393;3
1396;1
1399;1
1402;0
1405;0
1408;2
1409;3
1412;1
1412;2
1417;3
1420;1
1422;2
1429;0
1434;0
1438;0
1442;0
1449;0
1455;0
1462;0
1472;0
1481;3
1487;0
1490;0
1498;0
1500;0
1503;0
1503;3
1504;1
1507;0
1508;3
1513;3
1517;0
1521;0
1524;3
1528;0
1531;3
1535;3
1539;0
1548;0
1568;0
1573;3
1580;2
1585;1
1589;2
1593;1
1598;0
1602;3
1605;1
1609;2
1614;1
1617;0
1621;2
1625;3
1628;1
1635;0
1642;0
1645;3
1649;2
1653;1
1656;0
1661;1
1664;3
1665;2
1670;1
1677;0
1683;3
1687;2
1692;1
1696;0
1705;3
1712;0
1716;1
1719;2
1727;0
1732;2
1737;1
1740;3
1745;1
1749;2
1754;1
1757;3
1780;0
1780;2
1780;1
1784;3
1784;2
1787;0
1788;3
1788;2
1791;0
1792;2
1792;3
1792;1
1799;0
1800;2
1804;3
1809;1
1815;0
1817;2
1821;3
1825;1
1826;2
1828;1
1830;1
1834;3
1838;2
1842;0
1848;3
1851;2
1854;1
1856;3
1860;1
1860;0
1862;0
1865;3
1868;0
1871;2
1877;0
1879;1
1884;1
1884;3
1887;1
1890;1
1894;1
1896;3
1899;1
1903;3
1903;2
1906;0
1907;1
1910;0
1911;1
1918;2
1918;3
1926;0
1926;2
1926;1
1926;3
1934;0
1935;2
1937;3
1940;2
1940;0
1940;1
1945;3
1949;1
1952;1
1952;3
1955;2
1958;0
1962;2
1964;3
1968;2
1969;1
1972;1
1975;0
1980;1
1981;2
1984;2
1985;3
1989;1
1989;0
1993;2
1994;3
1998;3
2002;1
2003;2
2007;1
2010;0
2015;3
2018;2
2018;3
2021;1
2024;1
2027;2
2031;0
2035;1
2038;3
2041;1
2044;3
2046;2
2049;0
2052;2
2054;3
2056;1
2058;2
2060;3
2064;2
2065;1
2069;1
2069;2
2069;3
2070;0
2077;0
2078;1
2079;2
2082;2
2083;3
2086;3
2089;0
2090;1
2092;2
2095;3
2095;2
2095;0
2095;1
2101;3
2105;2
2109;2
2110;0
2115;1
2119;2
2123;3
2127;1
2133;3
2136;1
2137;2
2137;3
2143;0
2146;3
2150;2
2154;0
2158;2
2162;1
2165;1
2166;0
2169;0
2174;3
2177;1
2179;2
2182;3
2185;0
2188;2
2188;3
2191;2
2191;3
2195;2
2195;3
2195;0
2195;1
2203;3
2203;2
2204;1
2204;0
2212;2
2212;3
2212;1
2213;0
2225;2
2225;3
2225;1
2225;0
2230;0
2231;1
2231;2
2233;3
2236;0
2238;2
2238;1
2240;3
2244;0
2245;2
2246;1
2248;3
2250;0
2252;1
2252;2
2253;3
2256;0
2256;1
2257;2
2259;2
2259;3
2259;1
2259;0
