98;0
102;1
106;2
111;3
118;0
123;1
129;2
135;0
140;1
145;2
150;0
151;3
171;1
176;1
182;2
187;3
192;0
197;1
203;2
208;3
212;2
218;2
218;1
223;1
228;0
232;1
238;2
243;3
247;2
253;1
257;0
262;1
272;3
277;2
283;1
287;0
292;1
297;2
300;3
304;2
308;1
312;3
318;1
324;0
329;1
334;2
338;3
343;1
346;2
349;3
352;1
355;0
358;3
362;1
364;2
366;3
369;1
372;3
375;1
378;3
381;0
381;1
382;2
384;3
386;1
387;2
389;3
392;0
393;1
395;2
396;3
399;1
400;2
401;3
403;2
404;1
405;3
407;0
407;1
409;3
411;0
412;1
412;2
413;3
415;0
415;1
418;3
421;1
423;2
424;3
426;1
426;2
427;3
429;0
432;0
432;3
432;2
432;1
436;0
436;2
437;1
437;3
441;2
441;3
441;1
441;0
446;3
446;2
446;1
446;0
451;2
451;3
451;0
451;1
455;2
456;1
456;3
459;0
461;2
462;3
476;0
478;1
480;2
481;3
496;3
497;2
499;1
500;0
504;3
508;0
510;2
511;3
515;0
515;1
516;1
519;3
523;1
527;3
529;0
533;1
534;3
537;1
540;3
544;0
547;1
551;3
556;1
560;3
565;0
569;3
573;1
576;3
578;2
583;0
586;2
588;3
594;1
597;3
605;1
608;2
612;3
615;1
619;0
624;1
627;3
631;2
634;1
638;0
642;1
646;2
650;3
654;1
657;0
661;2
661;1
666;2
669;1
673;0
677;1
681;2
686;3
691;1
696;0
699;1
704;1
706;2
709;3
712;1
715;0
716;1
718;3
722;1
727;3
731;1
