166;3
171;3
176;3
182;2
187;2
192;3
197;3
202;1
207;1
213;1
218;2
223;3
229;0
234;1
239;3
245;3
251;2
258;1
264;1
269;1
275;2
279;2
285;3
292;3
298;2
298;3
304;3
309;2
315;3
315;2
322;1
326;1
332;0
337;1
342;2
344;3
352;0
357;1
362;2
364;3
371;0
378;1
384;2
389;3
394;3
399;3
406;0
410;0
416;1
421;2
426;0
430;0
436;1
441;1
446;1
451;2
456;3
461;0
466;0
471;0
478;1
483;1
489;1
495;2
500;2
505;3
513;1
517;0
523;0
527;0
535;1
542;2
548;2
554;1
558;3
563;2
567;1
572;0
577;0
582;1
585;3
591;3
596;2
601;1
606;0
611;1
615;2
618;3
624;3
629;2
634;1
639;0
644;1
649;2
652;3
657;3
662;2
667;1
673;3
679;0
684;1
689;3
694;3
700;3
705;2
710;1
717;0
722;1
728;2
732;3
735;3
740;3
743;3
744;3
750;2
757;1
762;0
767;1
772;2
776;3
783;0
786;0
791;1
795;2
800;3
806;0
810;0
815;1
819;3
822;3
826;2
831;1
836;0
842;1
848;2
853;3
860;3
865;2
870;1
875;0
881;0
886;0
892;1
896;1
902;1
909;2
915;1
921;3
927;0
933;1
938;1
946;2
952;0
957;1
962;2
968;3
974;0
979;1
983;2
988;3
993;0
998;1
1001;2
1004;3
1009;0
1012;1
1015;2
1015;3
1021;3
1025;3
1028;2
1032;1
1035;0
1040;0
1046;1
1051;2
1057;0
1062;1
1066;2
1071;3
1077;0
1081;1
1087;2
1092;2
1097;2
1103;1
1108;1
1115;0
1119;0
1125;0
1133;3
1138;2
1144;0
1149;1
1154;2
1157;3
1163;0
1167;1
1172;3
1178;0
1183;1
1187;2
1191;3
1197;0
1202;1
1206;3
1212;1
1217;1
1222;2
1228;1
1234;1
1240;2
1246;1
1253;2
1258;1
1264;2
1269;1
1275;2
1281;1
1287;2
1294;1
1302;0
1306;0
1311;1
1316;3
1323;1
1329;2
1334;1
1340;3
1346;3
1352;3
1357;1
1360;2
1364;3
1370;1
1372;2
1375;3
1381;1
1386;2
1389;3
1396;1
1399;2
1401;3
1406;1
1410;2
1413;3
1421;0
1427;0
1432;1
1438;2
1443;0
1451;1
1456;2
1460;3
1466;3
1471;2
1476;1
1481;1
1486;1
1492;2
1497;2
1503;1
1509;1
1515;0
1518;1
1520;2
1521;3
1527;0
1530;1
1531;2
1533;3
1539;0
1543;1
1543;2
1546;3
1554;0
1557;1
1560;2
1563;3
1569;3
1573;2
1576;1
1580;0
1585;0
1589;1
1593;2
1597;3
1603;2
1607;1
1615;0
1620;1
1625;2
1629;3
1636;3
1641;3
1646;2
1651;1
1656;0
1662;1
1668;2
1673;1
1678;1
1684;2
1688;2
1695;0
1698;0
1703;1
1708;2
1709;3
1714;3
1720;2
1724;1
1727;2
1735;2
1739;1
1745;0
1752;1
1755;3
1762;1
1767;0
1771;0
1776;0
1781;0
1786;0
1792;0
1796;0
1798;0
1804;0
1808;0
1810;0
1817;1
1821;1
1824;1
1830;1
1835;1
1843;2
1848;2
1851;2
1855;2
1860;2
1865;3
1868;3
1870;3
1875;3
1877;3
1879;3
1881;3
1882;3
1884;3
1886;3
1890;3
1894;3
1895;3
1899;3
1902;3
1904;3
1906;3
1907;3
1909;3
1912;2
1915;1
1917;2
1917;3
1921;0
1924;1
1925;2
1928;3
1934;0
1937;1
1938;2
1940;3
1945;0
1947;1
1948;2
1950;3
1954;0
1957;1
1958;2
1960;3
1965;0
1968;1
1970;2
1972;3
1978;0
1981;0
1986;0
1991;0
1996;1
2000;3
2004;3
2007;2
2012;2
2016;1
2020;0
2024;1
2029;2
2034;1
2039;3
2044;1
2049;2
2053;3
2060;3
2064;3
2068;2
2073;1
2079;0
2084;1
2087;2
2091;3
2095;3
2100;2
2104;1
2110;0
2114;0
2117;0
2120;0
2126;1
2129;2
2130;3
2136;1
2139;2
2140;3
2146;1
2149;2
2151;3
2155;2
2159;3
2163;2
2164;3
2166;2
2168;3
2169;2
2170;3
2173;2
2175;3
2179;2
2183;3
2185;2
2186;3
2190;3
2192;2
2192;3
2195;2
2200;3
2204;2
2210;1
2213;1
2215;1
2217;1
2221;1
2226;3
2229;1
2231;2
2235;3
2238;3
2241;3
2246;2
2249;1
2252;3
2255;1
2259;1
2260;2
2261;3
2263;1
2266;1
2267;2
2268;3
2271;1
2274;3
2276;2
2278;3
2280;1
2285;2
2290;1
2292;1
2294;1
2298;0
2302;0
2305;0
2308;0
2313;0
2317;0
2324;0
2327;0
2329;0
2334;1
2337;2
2339;3
2342;3
2346;1
2350;0
2353;1
2356;3
2362;0
2366;1
2368;3
2373;0
2376;0
2379;0
2381;0
2384;0
2386;0
2391;1
2393;2
2394;3
2398;1
2405;2
2407;3
2410;1
2410;2
2416;1
2420;3
2423;2
2425;1
2428;3
2431;1
2433;2
2437;3
2440;1
2446;3
2449;3
2451;3
2453;3
2455;3
2457;1
2459;2
2461;3
2463;1
2467;1
2469;2
2471;3
2473;1
2476;3
2479;1
2481;2
2482;3
2486;1
2489;3
2491;2
2493;3
2500;3
2503;3
2504;3
